water req,month,Min Temp,Max Temp,Humidity,Wind,Sun,Rad,Rain,altitude,latitude,longitude,crop,soil,city,temp_ratio,humidity_rad_ratio,season
0.17516162877997915,4,0.08244274809160279,0.24876033057851243,0.15542168674698797,0.2962566844919787,0.6703296703296703,0.5235772357723574,0.0050759830800564,0.9999292619665173,0.8797709923664122,0.19047619047619158,0,1,2,0.9822971725507728,0.12879646016322355,1
0.08148070907194994,4,0.45954198473282415,0.25041322314049586,0.6197934595524957,0.19781982723159192,0.7714285714285714,0.7544715447154469,0.012846623844587185,0.01662343786842726,0.3874045801526719,0.3811369028236502,2,2,5,0.4054564459729595,0.31306454540324496,1
0.4904692387904067,5,0.9213740458015267,0.8280991735537193,0.6380378657487091,0.7898395721925133,0.7802197802197801,0.8512195121951218,0.04743850853830487,0.0,0.0006361323155215093,0.47940797940797975,0,1,0,0.3037260834277218,0.2947695484555069,1
0.2272784150156413,0,0.4618320610687021,0.5809917355371903,0.2593803786574871,0.19765528589058007,0.8890109890109891,0.897560975609756,0.059956133479555064,0.4929733553407215,0.9974427480916029,0.3811369028236502,2,2,1,0.6375495442997172,0.11052311472782655,1
4.1710114702815434e-05,2,0.8404580152671755,0.5801652892561986,0.655249569707401,0.6912381735911148,0.44725274725274733,0.45772357723577217,0.17109509634967884,0.0001886347559537857,0.0006361323155215093,0.3811369028236502,2,2,0,0.2338010237598389,0.43767873890815395,2
0.24231491136600625,0,0.7641221374045801,0.5801652892561986,0.7583476764199657,0.29617441382147264,0.801098901098901,0.8577235772357723,0.07720507598308005,0.0047630275878330595,0.6138676844783714,1.0,0,1,3,0.3022135882424368,0.34888404413279644,1
0.0995215849843587,4,0.5396946564885494,0.42066115702479356,0.6373493975903615,0.00037021801727687986,0.7120879120879121,0.6260162601626014,0.04118752937490208,0.00478660693232728,0.6176844783715011,1.0,0,1,3,0.43120922856528243,0.3627275712158868,1
0.09949947862356621,4,0.5404580152671752,0.4173553719008263,0.6375215146299484,0.0002879473467708449,0.7032967032967034,0.6268292682926828,0.04117186276045746,0.004857344965809952,0.6170356234096693,1.0,0,1,3,0.4281066716032844,0.36253886583180644,1
0.01232533889468196,3,0.9190839694656487,0.41900826446281014,0.9304647160068849,0.197490744549568,0.2813186813186813,0.3178861788617886,0.4688391038696537,0.00478660693232728,0.6176844783715011,1.0,0,1,3,0.07952689809381264,0.6829520188174767,2
0.1213347236704901,6,0.6351145038167938,0.24625619834710744,0.6712564543889845,0.35820649938297006,0.39340659340659345,0.36668292682926795,0.17900673664421118,0.6463098325866542,0.17430025445292607,0.33719433719433756,1,0,4,0.21710955221686645,0.4896558168561444,0
0.4623983315954119,0,0.5404580152671752,0.6669421487603304,0.0006884681583476104,0.4936651583710407,0.7769230769230769,0.7983739837398374,0.00347798840670531,0.9999292619665173,0.8823155216284987,0.19047619047619158,0,1,2,0.5970939765774617,0.003898856660271871,1
0.0995215849843587,4,0.5419847328244274,0.4132231404958677,0.6382099827882961,0.00020567667626492092,0.7043956043956044,0.6341463414634145,0.04117186276045746,0.00478660693232728,0.6125954198473281,1.0,0,1,3,0.42358714357926774,0.36039595678469444,1
0.46254431699687176,0,0.5381679389312977,0.6636363636363636,0.0005163511187607495,0.4939942410530646,0.7758241758241758,0.800829268292683,0.0035406548644837843,0.9998113652440462,0.8797709923664122,0.19047619047619158,0,1,2,0.5976748537847207,0.0035301464683257233,1
0.38729926965589156,0,0.8412213740458012,0.8537190082644628,0.13907056798623063,0.07445495680789799,0.7999999999999999,0.882130081300813,0.012956290145699512,0.6462626738976657,0.17938931297709926,0.33719433719433756,0,1,4,0.39031245968785555,0.05796436208105776,1
0.17887382690302397,6,0.6152671755725188,0.4173553719008263,0.7065404475043029,0.29629781982723163,0.6593406593406593,0.5674634146341464,0.12265392448691838,0.9999292619665173,0.8829516539440204,0.19047619047619158,1,0,2,0.3471353876552288,0.4215276380512096,0
0.2952659019812305,3,0.9221374045801523,0.747107438016529,0.6032702237521514,0.7898395721925133,0.5373626373626373,0.5585365853658537,0.08500704997650006,0.0001650554114595651,0.00254452926208637,0.3811369028236502,2,2,0,0.25835647970837594,0.36815206675754114,2
0.20412930135557872,5,0.8450381679389312,0.5851239669421489,0.8103270223752153,0.2963389551624845,0.7120879120879121,0.7975853658536582,0.19473601754660816,0.004904503654798397,0.6132315521628496,1.0,0,1,3,0.23270668911008996,0.39211402594235273,1
4.1710114702815434e-05,1,0.7694656488549616,0.08677685950413228,0.9814113597246128,0.6911559029206087,0.11758241758241755,0.10893495934959341,0.8118752937490207,0.01655269983494459,0.3874045801526719,0.0,1,0,5,0.00314849830840358,0.8844667608832972,2
0.1939728884254432,4,0.5778625954198471,0.707438016528926,0.06987951807228909,0.004524886877828038,0.8549450549450549,0.873170731707317,6.266645777847427e-05,0.6461211978307003,0.17811704834605602,0.33719433719433756,0,1,4,0.578883836325562,0.027364149801293175,1
0.03747653806047967,1,0.6893129770992366,0.33884297520661155,0.9480206540447504,0.4937474290415467,0.3373626373626374,0.34065040650406475,0.35285915713614285,0.9999764206555058,0.8854961832061069,0.19047619047619158,1,0,2,0.22464945489071364,0.6794216253634364,2
0.49353493222106365,5,0.9190839694656487,0.8338842975206613,0.6383820998278831,0.7900041135335252,0.7736263736263735,0.8455284552845526,0.047344508851637164,0.00021221410044800978,0.0050890585241729624,0.3811369028236502,2,2,0,0.30890039508411626,0.2964559872405515,1
0.2421272158498436,0,0.7641221374045801,0.5851239669421489,0.7588640275387264,0.29650349650349656,0.801098901098901,0.8609756097560974,0.07712674291085696,0.0047630275878330595,0.6151399491094146,1.0,0,1,3,0.30517762622498923,0.3481660789669922,1
0.18588112617309696,4,0.6885496183206106,0.41900826446281014,0.7590361445783131,0.39522830111065405,0.8296703296703297,0.8707317073170731,0.0003446655177816076,0.00011789672247111693,0.0031806615776081015,0.47940797940797975,0,1,0,0.27525157829248625,0.3453920290870727,1
0.17516162877997915,4,0.07633587786259532,0.2545454545454544,0.15593803786574878,0.2962566844919787,0.6681318681318681,0.5211382113821137,0.0050759830800564,0.999882103277529,0.8848600508905852,0.19047619047619158,0,1,2,1.0,0.12961824301382824,1
0.5861105318039626,5,0.8450381679389312,0.5801652892561986,0.8094664371772806,0.29650349650349656,0.7098901098901099,0.7983739837398374,0.19465768447438508,0.004715868898844615,0.6164122137404578,1.0,1,0,3,0.22986316820699693,0.3914430861312696,1
0.2039833159541189,5,0.8458015267175569,0.5842975206611571,0.8103270223752153,0.2962155491567256,0.7088021978021979,0.8040650406504064,0.19464201785994048,0.0047394482433388355,0.6138676844783714,1.0,0,1,3,0.23157731267778403,0.3899960331899051,1
0.15382690302398333,4,0.4633587786259541,0.24793388429752072,0.6209982788296042,0.19781982723159192,0.7736263736263735,0.7528455284552844,0.01287795707347642,0.016647017212921486,0.38169211195928765,0.0,0,1,5,0.39922967910214946,0.3141315192814215,1
0.28256517205422316,2,0.6732824427480915,0.2942148760330583,0.6540447504302926,0.9996297819827231,0.26593406593406593,0.2780487804878047,0.1476421745260849,0.6462862532421598,0.17366412213740456,0.33719433719433756,1,0,4,0.21164410186652338,0.5252384167628938,2
0.12123044838373306,6,0.6358931297709922,0.24049586776859533,0.6721170395869192,0.35828877005347587,0.387912087912088,0.37317073170731696,0.17897540341532195,0.6460976184862061,0.1749363867684478,0.33719433719433756,1,0,4,0.21267765860546306,0.486977633696511,0
0.46056308654848804,5,0.8465648854961829,0.8338842975206613,0.27659208261617896,0.29629781982723163,0.6648351648351649,0.7471544715447151,0.044305185649381164,0.4929733553407215,0.9993638676844782,0.3811369028236502,2,2,1,0.3739365287975067,0.14604470004027964,1
8.342022940563087e-05,2,0.7671755725190839,0.08595041322314056,0.9826161790017214,0.8887289181406828,0.006593406593406598,0.006504065040650264,0.9999530001566662,0.01657627917943881,0.38676844783715014,0.3811369028236502,2,2,5,0.004428149926918756,0.9926239541977175,2
0.20148070907194995,5,0.8427480916030532,0.5809917355371903,0.8103270223752153,0.29638009049773756,0.7120879120879121,0.8016260162601625,0.19465768447438508,0.004715868898844615,0.6170356234096693,0.3811369028236502,2,2,3,0.23230429377491757,0.3907915215370498,1
0.8874452554744525,5,0.9320610687022901,0.916528925619835,0.19018932874354555,0.4320444261620732,0.6989120879120878,0.7642276422764225,0.06677111076296412,0.6462626738976657,0.17430025445292607,0.33719433719433756,1,0,4,0.3431478496544287,0.10048343897561823,1
0.37301355578727846,3,0.7702290076335876,0.5529338842975209,0.4834767641996558,0.962731386260798,0.4197692307692307,0.4471544715447153,0.10939996866677108,0.6462862532421598,0.17621501272264617,0.33719433719433756,1,0,4,0.2803142915525523,0.34054676709618364,2
4.1710114702815434e-05,1,0.7702290076335876,0.09008264462809912,0.9817555938037867,0.6913615795968737,0.11428571428571427,0.10975609756097549,0.8118752937490207,0.016717755246404155,0.38676844783715014,0.0,1,0,5,0.004528208797569322,0.8839486184322813,2
0.49359749739311787,5,0.9229007633587782,0.828925619834711,0.6383820998278831,0.7901275195392841,0.7769230769230769,0.8495934959349591,0.04739150869497101,9.431737797689285e-05,0.003816793893129722,0.3811369028236502,2,2,0,0.3028673396985371,0.29536497902780473,1
