month,min_temp,max_temp,humidity,wind,sun,rad,rain,altitude,longitude,soil,city,temp_ratio,humidity_rad_ratio,season,crop,total_growing_period_avg
6,0.7646128240473347,-0.37899191247777786,1.1487853901677616,-0.8585447457533748,-1.1653837694791116,-1.0298566090428667,1.0614434921449614,-0.9693686128060434,2.436889265584271,0,3,-0.9632517458284284,1.210806312117291,2,2,-1.1000996483088856
6,0.7403336601381586,1.2249829300880408,-0.7838395153544047,1.1495538161138226,-0.04248044778917624,0.1862481761695818,-0.48360790458040115,1.6301164911631558,-0.7552298424500187,0,2,0.06976026549212362,-0.7031417995325788,2,2,-1.1000996483088856
5,0.40736226938372755,0.27542982328907817,0.2424941112461213,0.8153121036575484,-0.4545135214737897,-0.4956503726446338,-0.11280792730590006,-0.9819970417911538,-0.0034153857587942934,3,0,-0.26117682617819116,0.22998222210058647,2,4,1.3082266087997574
7,-0.29326503199538695,-0.38219986216290885,0.5804332321999538,-0.189085636108886,1.0985342177989839,1.1163955054276808,-0.7860684759449543,-0.981873837605933,-0.0034153857587942934,3,0,-0.09035674437669142,-0.14953922994703056,1,4,1.3082266087997574
6,0.7646128240473347,0.8945641125194841,0.07181778753206522,1.149275049047554,-0.1285546096654895,-0.11221599049573677,-0.45246589682396915,-0.9819970417911538,-0.0034153857587942934,3,0,-0.1593124637641786,-0.04695831108337235,2,4,1.3082266087997574
1,-0.45628227538557786,-0.9820864532825242,0.1816195557881082,1.0091945982474892,-0.9616311506240828,-0.9702140539438174,-0.18880925575909724,0.7059618978235207,-0.17668997231343797,0,4,-0.37064851868032517,0.41568739161649404,2,2,-1.1000996483088856
5,-0.37303942769696946,-0.8730161639880497,0.23908058477184085,1.8601310680329577,-1.1789672774027802,-1.1869760903364646,-0.20561605359590182,0.7062083061939617,-0.17668997231343797,1,4,-0.36781629390664444,0.5813806605281016,2,1,-0.29732422927267127
5,-0.352228715774818,-0.8633923149326544,0.23737382153470024,1.8605492186323604,-1.1834951133773364,-1.1932608695882083,-0.20555426389797246,0.7057154894530795,-0.0034153857587942934,3,4,-0.3797579139483651,0.5836476325273048,2,4,1.3082266087997574
11,0.0778593306163224,-0.048573094909218836,0.6930796058512305,0.14585299401305998,-0.20099998525838825,-0.22540486481964553,-0.051080019074400906,-0.9817506334207127,0.3840877088277195,0,0,-0.1942915313860626,0.4219372707079099,0,2,-1.1000996483088856
0,0.4108307213707522,1.317885152969453,-1.4642691258944431,-1.2757196604246126,0.9717548105114108,1.1384865044975605,-0.737007455788988,0.706269908286572,-0.17668997231343797,1,4,0.4197201374681722,-1.2987741794258534,1,1,-0.29732422927267127
1,0.07439087862929654,-0.05178104459434983,0.578157547883766,0.4803734735356028,-0.3684846379572219,-0.3196765535958045,0.1527641943947841,-0.981873837605933,0.3840877088277195,0,0,-0.19342249579857831,0.3863356791270898,2,2,-1.1000996483088856
6,0.76114437206031,1.2378147288285695,-0.7855462785915452,1.1488568984481506,-0.037952611814620146,0.1894848374842291,-0.4837314839762601,1.6302396953483764,-0.7552298424500187,1,2,0.06029060632858016,-0.7050747432224065,2,1,-0.29732422927267127
6,1.0837104068536647,1.2089431816623837,-0.3321161785912019,-0.1895037867082892,-0.04700828376373234,0.1862481761695818,-0.3045413599809171,0.30530188748616643,-0.0034153857587942934,3,1,-0.22035283386693502,-0.41358406459612157,2,4,1.3082266087997574
5,-0.37303942769696946,-0.8762241136731808,0.23680490045565308,1.8594341503672855,-1.224245637148342,-1.1964032592140807,-0.2056778432938313,0.7057154894530795,-0.17668997231343797,0,4,-0.3701204104697636,0.5850150834728258,2,2,-1.1000996483088856
5,0.04664326273309457,-0.37899191247777786,0.7516784769930567,0.4807916241350056,-0.9480476427004145,-0.7847502182248535,0.5173852018763425,1.6301780932557661,-0.7552298424500187,0,2,-0.39255353254572795,0.7512540600926939,2,2,-1.1000996483088856
6,0.7576759200732842,-0.38540781184803985,1.1504921534049024,-0.8575690610214342,-1.174439441428224,-1.0110022712876352,1.0613199127491026,-0.9696150211764847,-0.0034153857587942934,3,3,-0.9622085454776852,1.1993064242111997,2,4,1.3082266087997574
6,0.7403336601381586,0.9138118106302724,0.06726641889969048,1.1498325831800913,-0.11945365935663146,-0.0997092797847665,-0.45246589682396915,-0.9821202459763744,0.3840877088277195,0,0,-0.12717729458266033,-0.05473225026870321,2,2,-1.1000996483088856
11,0.4108307213707522,-0.7094107300463346,1.3769227428655508,-1.5266100200665198,-0.9254084628276337,-1.2403967139762884,1.0859740022229447,-0.9695534190838743,2.436889265584271,0,3,-0.9101112584207158,1.5483067201291396,0,2,-1.1000996483088856
6,0.7576759200732842,1.2217749804029099,-0.7832705942753578,1.1499719667132262,-0.04248044778917624,0.19881773467306937,-0.48360790458040115,1.6299932869779354,-0.7552298424500187,1,2,0.05308432500773952,-0.7060331081203032,2,1,-0.29732422927267127
7,-0.813532830049185,0.7502063766885595,-1.6952510839874664,-1.5126716667530806,1.2162579531374447,1.1132531158018095,-0.7874896389973312,0.7059618978235207,-0.0034153857587942934,3,4,1.2860311223677352,-1.4245917590046877,1,4,1.3082266087997574
1,0.4108307213707522,-0.38540781184803985,0.9798158296908458,-1.1919501570108424,-1.382719896257809,-1.454079208535581,0.43724396366187357,0.3058563063196591,-0.44312280724475717,0,1,-0.697577283193205,1.3811744337739984,2,2,-1.1000996483088856
6,0.42470452931885444,-1.0205818495041052,0.9792469086117986,0.8147545695250114,-0.9389919707513019,-0.8256012833611898,2.661796668517163,-0.9388755769639477,-0.0034153857587942934,3,5,-1.1245640943175557,0.9475957146358435,2,4,1.3082266087997574
8,0.7542074680862596,-0.7062027803612037,0.5263857296905025,0.1461317610793289,1.3339816884759064,1.581469170056731,-0.7365131382055525,-0.9384443623156757,-0.0034153857587942934,3,5,-1.162387270552559,-0.3100428408434328,1,4,1.3082266087997574
6,1.094115762814741,1.2089431816623837,-0.3298404942750145,-0.18894625257575176,-0.010785595967282773,0.19881773467306937,-0.3041088320954111,0.30548669376399734,-0.44312280724475717,0,1,-0.2285278032640932,-0.41594460497329083,2,2,-1.1000996483088856
8,0.8339124947481018,1.5393619992309426,-1.2975752497337147,-0.06280415508912608,0.5416103929285728,0.7110272436901983,-0.5244508949117536,0.7062083061939617,-0.17668997231343797,1,4,0.1883490035721487,-1.1337161318355222,1,1,-0.29732422927267127
8,0.8166396038527153,1.5521937979714688,-1.297006328654668,-0.06294353862226035,0.5778330807250224,0.7173120229419422,-0.5243273155158946,0.7060851020087412,-0.17668997231343797,0,4,0.2111211276767894,-1.1344999178577462,1,2,-1.1000996483088856
6,0.4177676253448027,-1.0366215979297626,0.9809536718489393,0.8153121036575484,-0.9344641347767458,-0.8256012833611898,2.661734878819233,-0.9385675665008962,-1.5063166913992654,1,5,-1.1299134489220588,0.9488924560203843,2,1,-0.29732422927267127
0,0.4038938173967017,1.3115975715865962,-1.468820494526818,-1.2758590439577469,0.9717548105114108,1.1541041809381447,-0.7366367176014115,0.7061467041013515,-0.17668997231343797,1,4,0.42195062741153494,-1.3035874870213748,1,1,-0.29732422927267127
6,0.7403336601381586,1.2217749804029099,-0.7838395153544047,1.1495538161138226,-0.015313431941838868,0.1894848374842291,-0.48342253548661296,1.6298700827927146,-0.7552298424500187,0,2,0.06772998136764166,-0.7039812431150174,2,2,-1.1000996483088856
0,-0.9904238813874768,0.5673532446360561,-1.9239573577643019,0.14557422694679106,0.8811980910202872,0.8305008972658509,-0.7740812745466451,1.6298700827927146,-0.0034153857587942934,3,2,1.355874262948575,-1.5198558015528763,1,4,1.3082266087997574
8,0.82697559077405,1.5425699489160736,-1.2975752497337147,-0.06364045628793247,0.5868887526741347,0.6984576851867108,-0.5240183670262476,0.7061467041013515,-0.17668997231343797,0,4,0.19626450328549772,-1.1314684444290317,1,2,-1.1000996483088856
8,0.747270564112209,1.2249829300880408,0.18560200334143623,1.1487175149150164,0.8993094349185116,1.0283457481107494,-0.6005758027608096,-0.9821202459763744,-0.0034153857587942934,3,0,0.06389399874694811,-0.34661416165715814,1,4,1.3082266087997574
11,0.05704861869416969,-0.3725760131075136,0.6964931323255118,-1.5273069377321917,-0.4726248653720145,-1.0142075087060238,-0.11873973830712525,0.3055482958566076,-0.44312280724475717,0,1,-0.39711832579003126,0.8442127415240609,0,2,-1.1000996483088856
6,1.1183949267239184,1.2313988294583051,-0.33154725751215514,-0.18852810197634856,-0.010785595967282773,0.1925329554213256,-0.30404704239748165,0.3054250916713871,-0.44312280724475717,0,1,-0.2338741442320083,-0.4151298081354116,2,2,-1.1000996483088856
8,0.8305134118008163,1.5586096973417332,-1.2935928021803866,-0.06322230568852927,0.5597217368267973,0.6953152955608384,-0.5244508949117536,0.7061467041013515,-0.17668997231343797,1,4,0.2033063544341446,-1.1285385981081477,1,1,-0.29732422927267127
